53.126551;37.857799
53.129979;37.845145
53.130234;38.112571
53.138932;38.116919
53.139056;38.118248
53.139105;38.117691
53.139494;38.118033
53.13951;38.122974
53.142686;38.114511
53.142999;38.118266
53.144179;37.675124
53.144193;38.111295
53.144663;38.111709
53.145738;38.110523
53.145997;38.117494
53.145997;38.12312
53.146089;38.113919
53.146197;37.668494
53.146316;38.116389
53.146991;38.120153
53.146991;38.120153
53.149329;38.086628
53.150074;38.07053
53.151333;38.031633
53.152343;38.119084
53.152893;38.111035
53.156581;38.111466
53.156862;38.1132
53.181217;37.785055
53.181697;37.784195
53.184589;37.788719
53.208809;37.920323
53.216804;37.914347
53.221117;37.814492
53.222116;37.804852
53.222142;37.816782
53.225090;37.921073
53.225184;37.913559
53.227269;37.908942
53.227800;37.911305
53.235553;37.653028
53.259310;37.695596
53.259594;37.695453
53.259681;37.696327
53.260023;37.693988
53.260411;37.693954
53.260481;37.698781
53.260481;37.698781
53.260865;37.696160
53.261671;37.702108
53.261686;37.700352
53.261686;37.700352
53.261686;37.700352
53.261686;37.700352
53.261686;37.700352
53.261686;37.700352
53.262586;37.700080
53.262669;37.699589
53.26286 ;37.695453
53.263178;37.700127
53.263201;37.676912
53.263215;37.700141
53.263246;37.700098
53.263594;37.699806
53.264052;37.699315
53.264078;37.699509
53.264198;37.700033
53.264198;37.700033
53.264219;37.700028
53.264219;37.700028
53.264219;37.700028
53.264219;37.700028
53.265193;37.698271
53.267103;37.695693
53.267573;37.694817
53.267830;37.695270
53.291827;37.216753
53.291827;37.216753
53.307347;37.926532
53.307717;37.919313
53.309378;37.921940
53.320845;37.595322
53.322222;37.483023
53.326023;37.484108
53.326347;37.483796
53.330016;37.109755
53.330338;37.333866
53.330887;37.420380
53.331612;37.101061
53.334164;36.911101
53.334164;36.911101
53.336138;36.912528
53.336312;37.337145
53.336312;37.337145
53.337759;37.037348
53.339809;37.830642
53.340033;37.035591
53.342029;37.833445
53.355112;37.873843
53.358115;38.012139
53.358115;38.012139
53.363456;37.999168
53.363456;37.999168
53.363456;37.999168
53.363456;37.999168
53.363456;37.999168
53.36408;38.069524
53.36408;38.069524
53.36408;38.069524
53.364558;37.272035
53.364558;37.272035
53.364719;38.18317
53.369516;37.275433
53.382316;37.141716
53.382641;36.872258
53.383492;37.144597
53.385613;36.632443
53.389092;36.761498
53.390938;37.894855
53.39264;38.084714
53.39264;38.084714
53.39264;38.084714
53.392721;38.083268
53.393004;36.993485
53.393043;36.759511
53.393043;36.759511
53.394456;36.993234
53.394456;36.993234
53.400967;36.770335
53.415209;38.159454
53.415209;38.159454
53.425372;37.358444
53.430121;36.792362
53.430518;36.591858
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.782049
53.431355;36.910382
53.431939;36.799405
53.431939;36.799405
53.431939;36.799405
53.432141;36.792451
53.435265;36.814341
53.435931;36.831252
53.437223;36.842209
53.437223;36.842209
53.437862;37.137019
53.437862;37.137019
53.438424;37.136152
53.438500;36.842335
53.438783;36.829764
53.447641;36.893409
53.447641;36.893409
53.448286;36.918589
53.449103;36.914973
53.449103;36.914973
53.449103;36.914973
53.450717;36.912152
53.450787;38.147983
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450824;36.912835
53.450868;36.875768
53.450926;36.910805
53.450926;36.910805
53.450926;36.910805
53.450926;36.910872
53.450926;36.910872
53.450926;36.910872
53.450926;36.910872
53.450926;36.910872
53.450926;36.910872
53.450942;36.911901
53.450942;36.911901
53.451001;36.907607
53.451035;36.914387
53.451035;36.914387
53.451035;36.914387
53.451035;36.914387
53.451035;36.914387
53.451035;36.914387
53.451157;36.908056
53.451157;36.908056
53.451302;36.912059
53.451408;36.912812
53.451408;36.912812
53.451408;36.912812
53.451408;36.912812
53.451408;36.912812
53.451408;36.912812
53.451408;36.912812
53.451408;36.912812
53.451459;36.913691
53.451468;36.916132
53.451468;36.916132
53.451468;36.916132
53.451468;36.916132
53.451468;36.916132
53.451712;36.913792
53.451816;36.909942
53.451864;36.910382
53.451864;36.910382
53.451864;36.910382
53.451864;36.910382
53.451883;36.912102
53.451901;36.917877
53.452203;36.909008
53.452203;36.909008
53.452331;36.914524
53.452331;36.914524
53.452331;36.914524
53.452418;36.908433
53.452418;36.908433
53.452522;36.906573
53.452725;36.908258
53.452725;36.908258
53.452911;36.910334
53.453016;36.783615
53.453024;36.914261
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
53.453086;36.875760
